
43,-303.90000000000003,-341.20000000000005,-368.8,-384.40000000000003
44,-313.90000000000003,-337.90000000000003,-378.6,-384.3
45,-323.90000000000003,-351.90000000000003,-388.40000000000003,-388.0
46,-333.90000000000003,-362.0,-393.8,-398.40000000000003
47,-343.70000000000005,-372.0,-408.8,-395.5
48,-353.70000000000005,-382.1,-397.5,-389.8
49,-363.70000000000005,-382.70000000000005,-390.6,-410.3
50,-373.8,-392.70000000000005,-409.6,-405.1
51,-383.90000000000003,-402.8,-421.1,-430.70000000000005
52,-393.70000000000005,-412.8,-427.40000000000003,-440.5
53,-403.70000000000005,-422.8,-433.5,-450.5
54,-413.8,-432.8,-443.5,-451.40000000000003
55,-418.90000000000003,-430.0,-453.3,-455.40000000000003
56,-429.90000000000003,-444.0,-463.20000000000005,-465.40000000000003
57,-440.0,-440.90000000000003,-467.3,-469.5
58,-450.0,-454.70000000000005,-479.3,-474.40000000000003
59,-460.0,-464.70000000000005,-481.8,-489.3
60,-470.1,-465.5,-491.8,-499.3
61,-475.3,-480.1,-501.90000000000003,-509.20000000000005
62,-476.0,-490.1,-511.90000000000003,-519.0
63,-486.0,-500.1,-520.5,-519.5
64,-496.0,-510.1,-529.5,-531.5
65,-506.0,-520.1,-539.5,-541.3000000000001
66,-516.1,-529.9,-549.2,-551.3000000000001
67,-526.1,-539.9,-559.2,-561.4
68,-536.1,-549.9,-560.2,-571.4
69,-546.2,-559.7,-570.2,-572.3000000000001
70,-556.3000000000001,-569.7,-580.2,-581.1
71,-557.2,-579.7,-590.0,-591.9
72,-563.2,-589.5,-600.0,-601.9
73,-577.3000000000001,-599.5,-610.0,-611.9
74,-587.3000000000001,-609.6,-620.1,-618.8000000000001
75,-597.1,-619.7,-628.8000000000001,-629.7
76,-607.1,-629.8000000000001,-638.6,-639.3000000000001
77,-617.2,-639.9000000000001,-644.9000000000001,-645.8000000000001
78,-627.2,-650.0,-648.9000000000001,-655.6
79,-637.2,-664.9000000000001,-650.0,-665.6
80,-647.2,-650.0,-674.7,-666.0
81,-657.3000000000001,-650.0,-676.0,-681.1
82,-650.0,-667.4000000000001,-685.7,-690.9000000000001
83,-650.0,-677.4000000000001,-695.7,-700.9000000000001
84,-650.0,-677.0,-705.6,-710.9000000000001
85,-650.0,-688.0,-705.3000000000001,-721.0
86,-650.0,-687.7,-714.3000000000001,-731.1
87,-650.0,-698.7,-725.3000000000001,-741.1
88,-650.0,-708.7,-720.8000000000001,-713.6
89,-650.0,-718.8000000000001,-741.0,-735.7
90,-650.0,-718.3000000000001,-745.6,-752.0
91,-650.0,-729.3000000000001,-755.4000000000001,-762.1
92,-650.0,-739.4000000000001,-765.2,-737.6
93,-650.0,-772.4000000000001,-749.2,-775.2
94,-650.0,-759.2,-782.2,-785.3000000000001
95,-650.0,-769.3000000000001,-792.2,-765.9000000000001
96,-650.0,-795.9000000000001,-779.3000000000001,-786.7
97,-650.0,-789.4000000000001,-802.6,-805.5
98,-650.0,-799.4000000000001,-812.6,-797.8000000000001
99,-650.0,-798.9000000000001,-808.9000000000001,-822.7
100,-650.0,-822.9000000000001,-818.9000000000001,-832.7
101,-650.0,-828.3000000000001,-833.0,-814.3000000000001
102,-650.0,-824.1,-838.1,-833.6
103,-650.0,-853.1,-816.5,-847.5
104,-650.0,-849.3000000000001,-857.5,-836.2
105,-650.0,-868.2,-858.7,-857.9000000000001
106,-650.0,-867.7,-868.5,-845.8000000000001
107,-650.0,-865.3000000000001,-877.7,-878.5
108,-650.0,-846.9000000000001,-887.7,-888.5
109,-650.0,-879.8000000000001,-897.3000000000001,-856.9000000000001
110,-650.0,-881.5,-889.5,-907.1
111,-650.0,-899.5,-899.5,-892.6
112,-650.0,-872.0,-909.6,-905.9000000000001
113,-650.0,-923.0,-903.4000000000001,-919.7
114,-650.0,-916.2,-920.1,-933.0
115,-650.0,-926.2,-917.8000000000001,-943.0
116,-650.0,-930.8000000000001,-926.7,-943.4000000000001
117,-650.0,-936.6,-940.9000000000001,-943.9000000000001
118,-650.0,-934.0,-951.0,-953.8000000000001
119,-650.0,-937.8000000000001,-961.0,-950.3000000000001
120,-650.0,-938.5,-954.8000000000001,-971.0
121,-650.0,-948.5,-964.8000000000001,-971.4000000000001
122,-650.0,-958.6,-974.9000000000001,-971.7
123,-650.0,-959.3000000000001,-981.7,-972.3000000000001
124,-650.0,-969.1,-985.1,-981.1
125,-650.0,-969.7,-976.6,-995.1
126,-650.0,-979.7,-992.6,-991.6
127,-650.0,-980.2,-1005.6,-989.9000000000001
128,-650.0,-990.0,-1002.9000000000001,-1003.1
129,-650.0,-990.6,-980.9000000000001,-1016.1
130,-650.0,-978.2,-1000.6,-1026.2
131,-650.0,-982.1,-1010.6,-1036.2
132,-650.0,-1021.1,-1020.7,-1009.7
133,-650.0,-1046.7,-1008.2,-1031.1000000000001
134,-650.0,-1031.0,-1039.7,-1034.2
135,-650.0,-1041.1000000000001,-1057.2,-1050.7
136,-650.0,-1051.1000000000001,-1051.3,-1044.8
137,-650.0,-1067.8,-1061.1000000000001,-1037.8
138,-650.0,-1061.8,-1071.1000000000001,-1055.2
139,-650.0,-1078.2,-1071.8,-1058.6000000000001
140,-650.0,-1081.6000000000001,-1081.8,-1088.2
141,-650.0,-1091.6000000000001,-1039.2,-1098.3
142,-650.0,-1092.2,-1101.7,-1056.9
143,-650.0,-1108.9,-1091.6000000000001,-1111.7
144,-650.0,-1102.6000000000001,-1118.9,-1121.5
145,-650.0,-1112.6000000000001,-1129.0,-1080.0
146,-650.0,-1132.0,-1099.0,-1139.1000000000001
147,-650.0,-1093.4,-1142.0,-1149.2
148,-650.0,-1099.8,-1152.0,-1159.3
149,-650.0,-1123.8,-1162.0,-1169.4
150,-650.0,-1094.2,-1172.0,-1179.4
151,-650.0,-1110.8,-1182.0,-1189.4
152,-650.0,-1134.8,-1139.3,-1199.4
153,-650.0,-1144.9,-1145.4,-1209.5
154,-650.0,-1154.9,-1178.8,-1219.5
155,-650.0,-1165.0,-1204.6000000000001,-1229.5
156,-650.0,-1175.1000000000001,-1214.7,-1224.8000000000002
157,-650.0,-1185.1000000000001,-1201.0,-1247.8000000000002
158,-650.0,-1195.1000000000001,-1227.0,-1210.9
159,-650.0,-1181.4,-1260.9,-1237.0
160,-650.0,-1182.0,-1247.0,-1270.9
161,-650.0,-1179.6000000000001,-1257.1000000000001,-1280.9
162,-650.0,-1206.6000000000001,-1257.6000000000001,-1291.0
163,-650.0,-1216.6000000000001,-1267.4,-1301.0
164,-650.0,-1226.6000000000001,-1277.4,-1287.4
165,-650.0,-1236.6000000000001,-1287.4,-1311.4
166,-650.0,-1246.6000000000001,-1297.4,-1306.9
167,-650.0,-1256.6000000000001,-1307.4,-1329.9
168,-650.0,-1266.6000000000001,-1317.4,-1316.3000000000002
169,-650.0,-1246.9,-1329.8000000000002,-1327.5
170,-650.0,-1276.9,-1337.5,-1317.3000000000002
171,-650.0,-1287.0,-1295.6000000000001,-1347.6000000000001
172,-650.0,-1297.0,-1347.6000000000001,-1334.1000000000001
173,-650.0,-1281.4,-1358.1000000000001,-1357.7
174,-650.0,-1288.5,-1367.8000000000002,-1368.1000000000001
175,-650.0,-1314.5,-1377.9,-1357.2
176,-650.0,-1324.5,-1381.2,-1387.9
177,-650.0,-1334.5,-1391.2,-1362.9
178,-650.0,-1344.5,-1403.9,-1377.8000000000002
179,-650.0,-1354.6000000000001,-1401.8000000000002,-1390.3000000000002
180,-650.0,-1341.0,-1414.3000000000002,-1411.8000000000002
181,-650.0,-1365.0,-1396.2,-1424.3000000000002
182,-650.0,-1375.1000000000001,-1422.2,-1410.8000000000002
183,-650.0,-1385.2,-1434.8000000000002,-1408.2
184,-650.0,-1368.7,-1438.2,-1444.9
185,-650.0,-1395.7,-1395.5,-1454.9
186,-650.0,-1454.6000000000001,-1353.0,-1464.9
187,-650.0,-1359.3000000000002,-1464.6000000000001,-1474.9
188,-650.0,-1418.4,-1474.7,-1484.9
189,-650.0,-1428.4,-1484.7,-1495.0
190,-650.0,-1385.7,-1494.7,-1505.0
191,-650.0,-1444.8000000000002,-1504.7,-1462.3000000000002
192,-650.0,-1454.8000000000002,-1521.3000000000002,-1514.7
193,-650.0,-1412.1000000000001,-1524.8000000000002,-1531.1000000000001
194,-650.0,-1471.1000000000001,-1534.8000000000002,-1488.4
195,-650.0,-1480.9,-1547.5,-1487.7
196,-650.0,-1490.9,-1546.7,-1504.8000000000002
197,-650.0,-1448.2,-1563.9,-1556.8000000000002
198,-650.0,-1454.5,-1566.6000000000001,-1573.9
199,-650.0,-1460.8000000000002,-1576.6000000000001,-1583.9
200,-650.0,-1467.1000000000001,-1586.6000000000001,-1593.9
201,-650.0,-1526.1000000000001,-1543.9,-1603.9
202,-650.0,-1483.4,-1602.9,-1613.9
203,-650.0,-1489.7,-1612.7,-1623.9
204,-650.0,-1548.8000000000002,-1570.0,-1633.7
205,-650.0,-1558.8000000000002,-1629.0,-1643.7
206,-650.0,-1568.9,-1639.0,-1653.7
207,-650.0,-1524.4,-1649.0,-1663.7
208,-650.0,-1530.7,-1659.0,-1673.7
209,-650.0,-1589.7,-1616.3000000000002,-1683.7
210,-650.0,-1599.7,-1675.3000000000002,-1641.0
211,-650.0,-1609.8000000000002,-1700.0,-1632.6000000000001
212,-650.0,-1619.8000000000002,-1691.7,-1710.1000000000001
213,-650.0,-1629.8000000000002,-1649.0,-1720.1000000000001
214,-650.0,-1639.8000000000002,-1708.0,-1677.4
215,-650.0,-1649.8000000000002,-1683.7,-1718.0
216,-650.0,-1659.8000000000002,-1742.7,-1675.3000000000002
217,-650.0,-1669.8000000000002,-1681.6000000000001,-1752.8000000000002
218,-650.0,-1679.8000000000002,-1687.9,-1762.8000000000002
219,-650.0,-1689.8000000000002,-1694.2,-1772.8000000000002
220,-650.0,-1699.9,-1753.2,-1782.8000000000002
221,-650.0,-1709.9,-1763.2,-1792.8000000000002
222,-650.0,-1719.7,-1773.3000000000002,-1802.8000000000002
223,-650.0,-1729.7,-1783.3000000000002,-1812.8000000000002
224,-650.0,-1739.7,-1793.3000000000002,-1770.1000000000001
225,-650.0,-1749.7,-1829.2,-1803.4
226,-650.0,-1759.7,-1813.5,-1785.3000000000002
227,-650.0,-1769.7,-1844.4,-1770.8000000000002
228,-650.0,-1779.8000000000002,-1829.8000000000002,-1806.8000000000002
229,-650.0,-1789.9,-1860.8000000000002,-1787.1000000000001
230,-650.0,-1846.1000000000001,-1799.9,-1870.8000000000002
231,-650.0,-1810.0,-1855.9,-1846.5
232,-650.0,-1820.0,-1888.5,-1865.9
233,-650.0,-1830.0,-1876.0,-1898.5
234,-650.0,-1840.0,-1886.1000000000001,-1871.8000000000002
235,-650.0,-1850.0,-1878.1000000000001,-1896.1000000000001
236,-650.0,-1860.1000000000001,-1885.3000000000002,-1906.1000000000001
237,-650.0,-1870.1000000000001,-1928.3000000000002,-1916.1000000000001
238,-650.0,-1880.2,-1926.2,-1938.4
239,-650.0,-1855.1000000000001,-1936.2,-1948.4
240,-650.0,-1862.6000000000001,-1946.2,-1958.4
241,-650.0,-1905.6000000000001,-1956.2,-1968.4
242,-650.0,-1915.6000000000001,-1966.2,-1943.0
243,-650.0,-1888.9,-1986.0,-1976.2
244,-650.0,-1931.9,-1986.2,-1980.5
245,-650.0,-1941.9,-1984.1000000000001,-1996.2
246,-650.0,-1951.9,-1984.7,-2006.3000000000002
247,-650.0,-1961.9,-1953.0,-2016.4
248,-650.0,-1959.3000000000002,-1971.9,-2026.4
249,-650.0,-2018.4,-1961.3000000000002,-2036.5
250,-650.0,-1982.3000000000002,-2028.5,-2026.0
251,-650.0,-1992.3000000000002,-2046.8000000000002,-2038.6000000000001
252,-650.0,-2002.4,-2048.6,-2036.2
253,-650.0,-2012.4,-2039.1,-2058.6
254,-650.0,-2022.4,-2045.1,-2068.7000000000003
255,-650.0,-2032.4,-2026.4,-2078.8
256,-650.0,-2075.4,-2042.4,-2044.3000000000002
257,-650.0,-2052.5,-2068.9,-2085.4
258,-650.0,-2041.9,-2089.9,-2095.5
259,-650.0,-2042.4,-2099.9,-2105.6
260,-650.0,-2042.8000000000002,-2110.0,-2115.7000000000003
261,-650.0,-2043.3000000000002,-2120.0,-2125.8
262,-650.0,-2064.1,-2130.0,-2135.9
263,-650.0,-2074.1,-2140.0,-2125.2000000000003
264,-650.0,-2063.6,-2146.0,-2150.1
265,-650.0,-2084.6,-2156.0,-2160.2000000000003
266,-650.0,-2094.6,-2166.1,-2117.5
267,-650.0,-2104.6,-2176.6,-2176.1
268,-650.0,-2114.7000000000003,-2165.6,-2186.7000000000003
269,-650.0,-2124.8,-2186.6,-2144.0
270,-650.0,-2114.3,-2203.0,-2196.7000000000003
271,-650.0,-2135.3,-2186.1,-2213.0
272,-650.0,-2145.3,-2207.1,-2223.1
273,-650.0,-2155.3,-2217.2000000000003,-2233.1
274,-650.0,-2165.3,-2206.7000000000003,-2243.2000000000003
275,-650.0,-2175.4,-2227.5,-2253.3
276,-650.0,-2185.4,-2237.5,-2263.3
277,-650.0,-2195.5,-2247.6,-2273.4
278,-650.0,-2205.5,-2257.6,-2283.4
279,-650.0,-2215.5,-2267.6,-2293.5
280,-650.0,-2225.6,-2277.6,-2303.5
281,-650.0,-2235.6,-2287.6,-2313.5
282,-650.0,-2245.6,-2297.7000000000003,-2323.5
283,-650.0,-2255.7000000000003,-2307.7000000000003,-2333.5
284,-650.0,-2265.8,-2317.7000000000003,-2343.5
285,-650.0,-2275.9,-2327.7000000000003,-2353.5
286,-650.0,-2265.4,-2337.7000000000003,-2363.6
287,-650.0,-2286.4,-2347.8,-2353.1
288,-650.0,-2296.4,-2357.8,-2374.1
289,-650.0,-2285.9,-2367.8,-2384.1
290,-650.0,-2286.4,-2377.8,-2394.1
291,-650.0,-2286.9,-2387.8,-2404.2000000000003
292,-650.0,-2287.4,-2397.8,-2414.2000000000003
293,-650.0,-2308.4,-2407.8,-2424.2000000000003
294,-650.0,-2318.4,-2417.8,-2434.3
295,-650.0,-2328.4,-2427.8,-2444.3
296,-650.0,-2338.4,-2437.8,-2454.4
297,-650.0,-2348.4,-2395.1,-2464.4
298,-650.0,-2358.4,-2401.4,-2474.4
299,-650.0,-2368.4,-2460.4,-2431.7000000000003
300,-650.0,-2357.8,-2490.7000000000003,-2470.4
301,-650.0,-2378.8,-2480.5,-2500.8
302,-650.0,-2388.8,-2453.8,-2510.8
303,-650.0,-2398.9,-2496.6000000000004,-2500.2000000000003
304,-650.0,-2408.9,-2506.6000000000004,-2521.2000000000003
305,-650.0,-2419.0,-2516.6000000000004,-2510.6000000000004
306,-650.0,-2429.1,-2531.4,-2506.1000000000004
307,-650.0,-2418.4,-2527.1000000000004,-2541.2000000000003
308,-650.0,-2439.4,-2537.2000000000003,-2551.2000000000003
309,-650.0,-2449.4,-2513.5,-2561.2000000000003
310,-650.0,-2438.6,-2553.5,-2571.2000000000003
311,-650.0,-2459.4,-2563.5,-2581.3
312,-650.0,-2448.8,-2573.6000000000004,-2591.3
313,-650.0,-2449.3,-2583.7000000000003,-2601.4
314,-650.0,-2470.3,-2560.1000000000004,-2611.4
315,-650.0,-2480.4,-2565.3,-2621.5
316,-650.0,-2470.0,-2606.3,-2631.5
317,-650.0,-2490.8,-2616.3,-2641.6000000000004
318,-650.0,-2480.2000000000003,-2626.3,-2651.7000000000003
319,-650.0,-2490.2000000000003,-2632.7000000000003,-2661.7000000000003
320,-650.0,-2511.2000000000003,-2642.7000000000003,-2671.8
321,-650.0,-2521.3,-2652.8,-2681.9
322,-650.0,-2510.7000000000003,-2662.8,-2691.9
323,-650.0,-2511.2000000000003,-2672.9,-2701.9
324,-650.0,-2532.2000000000003,-2660.4,-2711.9
325,-650.0,-2542.2000000000003,-2672.6000000000004,-2722.0
326,-650.0,-2531.6000000000004,-2689.6000000000004,-2732.1000000000004
327,-650.0,-2552.6000000000004,-2699.7000000000003,-2742.2000000000003
328,-650.0,-2562.6000000000004,-2709.8,-2752.2000000000003
329,-650.0,-2552.2000000000003,-2719.8,-2762.3
330,-650.0,-2573.0,-2709.4,-2772.4
331,-650.0,-2583.0,-2730.4,-2782.5
332,-650.0,-2593.0,-2740.4,-2739.8
333,-650.0,-2603.1000000000004,-2798.9,-2750.4
334,-650.0,-2613.1000000000004,-2760.4,-2808.9
335,-650.0,-2602.5,-2770.5,-2819.0
336,-650.0,-2623.5,-2780.5,-2776.3
337,-650.0,-2633.5,-2819.5,-2790.5
338,-650.0,-2643.6000000000004,-2785.0,-2841.3
339,-650.0,-2653.7000000000003,-2801.0,-2851.3
340,-650.0,-2643.1000000000004,-2811.0,-2861.4
341,-650.0,-2664.1000000000004,-2806.3,-2871.4
342,-650.0,-2674.1000000000004,-2823.6000000000004,-2828.7000000000003
343,-650.0,-2684.2000000000003,-2833.6000000000004,-2887.7000000000003
344,-650.0,-2694.2000000000003,-2843.6000000000004,-2897.8
345,-650.0,-2704.3,-2853.7000000000003,-2907.9
346,-650.0,-2693.8,-2863.7000000000003,-2917.9
347,-650.0,-2714.8,-2851.2000000000003,-2927.9
348,-650.0,-2724.9,-2874.2000000000003,-2885.2000000000003
349,-650.0,-2735.0,-2863.7000000000003,-2944.3
350,-650.0,-2745.1000000000004,-2884.7000000000003,-2933.8
351,-650.0,-2734.5,-2894.7000000000003,-2954.8
352,-650.0,-2755.5,-2904.8,-2964.9
353,-650.0,-2744.9,-2905.3,-2974.9
354,-650.0,-2765.7000000000003,-2909.2000000000003,-2937.2000000000003
355,-650.0,-2775.7000000000003,-2897.7000000000003,-2991.2000000000003
356,-650.0,-2785.7000000000003,-2919.7000000000003,-2948.5
357,-650.0,-2795.7000000000003,-2929.7000000000003,-3007.5
358,-650.0,-2805.8,-2939.7000000000003,-2964.8
359,-650.0,-2815.9,-2929.1000000000004,-3023.8
360,-650.0,-2825.9,-2950.1000000000004,-3033.8
361,-650.0,-2835.9,-2939.5,-3043.8
362,-650.0,-2846.0,-2960.5,-3001.1000000000004
363,-650.0,-2856.0,-2970.6000000000004,-3039.5
364,-650.0,-2813.3,-2980.6000000000004,-3060.3
365,-650.0,-2872.3,-2990.7000000000003,-3070.3
366,-650.0,-2827.4,-3000.7000000000003,-3080.3
367,-650.0,-2833.7000000000003,-3010.7000000000003,-3090.3
368,-650.0,-2892.8,-3000.1000000000004,-3100.3
369,-650.0,-2902.8,-3000.5,-3110.4
370,-650.0,-2860.1000000000004,-3021.4,-3120.4
371,-650.0,-2919.1000000000004,-3031.4,-3130.5
372,-650.0,-2929.1000000000004,-3020.9,-3140.6000000000004
373,-650.0,-2939.1000000000004,-3041.7000000000003,-3150.6000000000004
374,-650.0,-2949.1000000000004,-3051.7000000000003,-3123.9
375,-650.0,-2959.1000000000004,-3061.7000000000003,-3166.9
376,-650.0,-2921.4,-3065.7000000000003,-3177.0
377,-650.0,-2922.7000000000003,-3075.7000000000003,-3187.1000000000004
378,-650.0,-2981.8,-3068.2000000000003,-3197.2000000000003
379,-650.0,-2991.8,-3089.2000000000003,-3207.2000000000003
380,-650.0,-3001.8,-3099.3,-3217.2000000000003
381,-650.0,-3011.8,-3094.4,-3227.2000000000003
382,-650.0,-2969.1000000000004,-3115.4,-3237.3
383,-650.0,-3028.1000000000004,-3125.5,-3194.6000000000004
384,-650.0,-3038.1000000000004,-3120.2000000000003,-3253.6000000000004
385,-650.0,-3048.2000000000003,-3120.6000000000004,-3263.6000000000004
386,-650.0,-3058.2000000000003,-3141.6000000000004,-3220.9
387,-650.0,-3068.2000000000003,-3151.7000000000003,-3227.2000000000003
388,-650.0,-3078.2000000000003,-3161.3,-3238.5
389,-650.0,-3035.5,-3171.3,-3292.6000000000004
390,-650.0,-3094.6000000000004,-3166.6000000000004,-3302.6000000000004
391,-650.0,-3104.7000000000003,-3187.6000000000004,-3312.7000000000003
392,-650.0,-3114.7000000000003,-3187.4,-3322.7000000000003
393,-650.0,-3124.7000000000003,-3191.8,-3332.7000000000003
394,-650.0,-3082.0,-3203.8,-3342.7000000000003
395,-650.0,-3141.0,-3213.9,-3352.7000000000003
396,-650.0,-3151.1000000000004,-3212.4,-3362.7000000000003
397,-650.0,-3161.1000000000004,-3224.4,-3320.0
398,-650.0,-3171.1000000000004,-3234.2000000000003,-3379.0
399,-650.0,-3181.1000000000004,-3232.5,-3389.0
400,-650.0,-3191.2000000000003,-3244.5,-3378.5
401,-650.0,-3201.3,-3254.0,-3399.5
402,-650.0,-3158.6000000000004,-3264.0,-3409.5
403,-650.0,-3217.7000000000003,-3274.1000000000004,-3419.6000000000004
404,-650.0,-3227.7000000000003,-3272.5,-3429.6000000000004
405,-650.0,-3237.8,-3284.2000000000003,-3439.6000000000004
406,-650.0,-3247.8,-3294.2000000000003,-3396.9
407,-650.0,-3257.9,-3297.5,-3455.9
408,-650.0,-3215.2000000000003,-3310.3,-3465.9
409,-650.0,-3274.2000000000003,-3320.2000000000003,-3423.2000000000003
410,-650.0,-3231.5,-3330.2000000000003,-3482.3
411,-650.0,-3290.5,-3340.1000000000004,-3492.3
412,-650.0,-3300.5,-3349.4,-3481.8
413,-650.0,-3310.5,-3359.4,-3482.4
414,-650.0,-3320.5,-3369.4,-3490.3
415,-650.0,-3277.8,-3378.7000000000003,-3507.3
416,-650.0,-3336.9,-3383.0,-3517.3
417,-650.0,-3346.9,-3395.0,-3527.4
418,-650.0,-3356.9,-3404.9,-3484.7000000000003
419,-650.0,-3366.9,-3400.2000000000003,-3543.7000000000003
420,-650.0,-3376.9,-3421.2000000000003,-3553.7000000000003
421,-650.0,-3386.9,-3425.5,-3563.7000000000003
422,-650.0,-3396.9,-3437.5,-3573.8
423,-650.0,-3364.2000000000003,-3447.6000000000004,-3583.8
424,-650.0,-3413.2000000000003,-3457.5,-3573.3
425,-650.0,-3423.2000000000003,-3448.5,-3541.6000000000004
426,-650.0,-3433.2000000000003,-3473.5,-3600.6000000000004
427,-650.0,-3390.5,-3459.0,-3610.6000000000004
428,-650.0,-3449.5,-3483.0,-3620.6000000000004
429,-650.0,-3459.6000000000004,-3471.1000000000004,-3610.1000000000004
430,-650.0,-3416.9,-3501.1000000000004,-3630.9
431,-650.0,-3475.9,-3503.4,-3640.9
432,-650.0,-3486.0,-3509.7000000000003,-3651.0
433,-650.0,-3496.1000000000004,-3496.8,-3661.0
434,-650.0,-3506.1000000000004,-3529.8,-3618.3
435,-650.0,-3516.1000000000004,-3539.9,-3677.3
436,-650.0,-3526.1000000000004,-3549.9,-3687.3
437,-650.0,-3483.4,-3560.0,-3697.3
438,-650.0,-3489.7000000000003,-3570.1000000000004,-3707.4
439,-650.0,-3548.7000000000003,-3574.1000000000004,-3717.4
440,-650.0,-3558.8,-3561.2000000000003,-3727.5
441,-650.0,-3568.9,-3586.2000000000003,-3737.6000000000004
442,-650.0,-3578.9,-3602.2000000000003,-3747.6000000000004
443,-650.0,-3588.9,-3612.1000000000004,-3757.6000000000004
444,-650.0,-3546.2000000000003,-3622.1000000000004,-3767.6000000000004
445,-650.0,-3605.2000000000003,-3626.4,-3777.6000000000004
446,-650.0,-3615.3,-3621.4,-3787.6000000000004
447,-650.0,-3625.4,-3644.4,-3797.6000000000004
448,-650.0,-3582.7000000000003,-3654.4,-3807.6000000000004
449,-650.0,-3641.7000000000003,-3650.6000000000004,-3817.6000000000004
450,-650.0,-3651.7000000000003,-3670.6000000000004,-3827.7000000000003
451,-650.0,-3661.7000000000003,-3680.6000000000004,-3817.0
452,-650.0,-3619.0,-3679.7000000000003,-3838.0
453,-650.0,-3678.0,-3679.0,-3848.0
454,-650.0,-3688.0,-3682.3,-3858.1000000000004
455,-650.0,-3692.5,-3697.8,-3868.1000000000004
456,-650.0,-3691.9,-3707.8,-3878.2000000000003
457,-650.0,-3699.1000000000004,-3717.6000000000004,-3888.3
458,-650.0,-3719.1000000000004,-3727.6000000000004,-3890.3
459,-650.0,-3729.2000000000003,-3737.7000000000003,-3891.4
460,-650.0,-3724.5,-3747.7000000000003,-3904.4
461,-650.0,-3745.5,-3757.7000000000003,-3900.6000000000004
462,-650.0,-3736.2000000000003,-3750.2000000000003,-3920.6000000000004
463,-650.0,-3757.2000000000003,-3750.7000000000003,-3910.1000000000004
464,-650.0,-3768.6000000000004,-3757.5,-3919.5
465,-650.0,-3773.5,-3778.6000000000004,-3924.6000000000004
466,-650.0,-3771.6000000000004,-3788.6000000000004,-3932.2000000000003
467,-650.0,-3779.9,-3781.2000000000003,-3949.2000000000003
468,-650.0,-3784.0,-3787.6000000000004,-3959.2000000000003
469,-650.0,-3802.0,-3799.4,-3957.5
470,-650.0,-3809.5,-3800.4,-3975.5
471,-650.0,-3801.0,-3819.6000000000004,-3985.6000000000004
472,-650.0,-3813.0,-3818.1000000000004,-3981.5
473,-650.0,-3811.5,-3812.5,-4000.5
474,-650.0,-3823.5,-3830.5,-3998.9
475,-650.0,-3833.6000000000004,-3818.8,-3999.0
476,-650.0,-3840.8,-3843.7000000000003,-4005.1000000000004
477,-650.0,-3850.8,-3842.2000000000003,-4023.1000000000004
478,-650.0,-3854.2000000000003,-3842.3,-4033.1000000000004
479,-650.0,-3846.2000000000003,-3852.5,-4043.2000000000003
480,-650.0,-3867.2000000000003,-3852.9,-4040.8
481,-650.0,-3853.3,-3858.7000000000003,-4053.6000000000004
482,-650.0,-3853.8,-3860.2000000000003,-4063.6000000000004
483,-650.0,-3865.8,-3878.2000000000003,-4062.1000000000004
